,OPEN,CLOSE,VOLUME,ADJFACTOR,DIV_CAPITALIZATION,DIV_STOCK
20210406,65.0,62.96,29347803.000000004,28.880578,,
20210407,62.65,60.77,34342787.0,28.880578,,
20210408,60.11,61.3,25539069.0,28.880578,,
20210409,61.4,61.3,22453005.0,28.880578,,
20210412,60.9,58.03,41277654.0,28.880578,,
20210413,57.99,59.65,35822403.0,28.880578,,
20210414,59.75,60.71,20568360.0,28.880578,,
20210415,60.13,59.75,17228125.0,28.880578,,
20210416,60.81,59.4,18937125.0,28.880578,,
20210419,59.05,61.27,26037605.0,28.880578,,
20210420,60.9,61.93,35350634.0,28.880578,,
20210421,61.09,63.4,34269415.0,28.880578,,
20210422,64.0,63.65,33603059.0,28.880578,,
20210423,66.0,70.63,80718993.0,28.880578,,
20210426,71.0,70.43,49460397.0,28.880578,,
20210427,70.44,73.98,44486315.0,28.880578,,
20210428,73.35,75.35,33689504.0,28.880578,,
20210429,75.0,74.76,25400150.0,28.880578,,
20210430,74.35,74.48,18637657.0,28.880578,,
20210506,74.01,72.39,30786806.0,28.880578,,
20210507,73.5,69.29,27698933.0,28.880578,,
20210510,70.01,69.5,24490291.0,28.880578,,
20210511,69.2,71.78,30875545.0,28.880578,,
20210512,71.9,74.73,30445806.0,28.880578,,
20210513,73.5,74.99,25149281.0,28.880578,,
20210514,74.88,74.72,25033937.0,28.880578,,
20210517,74.99,77.89,24674942.0,28.880578,,
20210518,77.5,77.9,18253130.0,28.880578,,
20210519,77.5,78.22,15286640.0,28.880578,,
20210520,77.34,77.66,18723883.0,28.880578,,
20210521,77.99,79.69,24586067.0,28.880578,,
20210524,79.76,79.17,19253952.0,28.880578,,
20210525,79.07,82.49,27439107.0,28.880578,,
20210526,82.12,81.5,16273017.000000002,28.880578,,
20210527,81.24,84.01,22802546.0,28.880578,,
20210528,84.2,83.89,22921373.0,28.880578,,
20210531,83.5,83.86,18747024.0,28.880578,,
20210601,83.8,86.01,21729775.0,28.880578,,
20210602,86.0,85.1,20233488.0,28.880578,,
20210603,84.55,85.5,17667756.0,28.880578,,
20210604,85.0,85.21,13918874.0,28.880578,,
20210607,84.8,83.9,26563692.0,28.880578,,
20210608,83.9,83.9,24235510.0,28.880578,,
20210609,83.01,85.86,24748522.0,28.880578,,
20210610,86.3,87.01,19478175.0,28.880578,,
20210611,87.44,85.89,16919617.0,28.880578,,
20210615,85.88,84.9,15188139.000000002,28.880578,,
20210616,85.0,81.07,26463198.0,28.880578,,
20210617,80.9,82.48,23424102.0,28.880578,,
20210618,84.14,84.0,18462567.0,28.880578,,
20210621,82.55,82.85,18003740.0,28.880578,,
20210622,82.7,87.3,29037151.0,28.880578,,
20210623,87.0,85.83,23823420.0,28.880578,,
20210624,66.49,64.87,30139093.0,37.512409,,
20210625,65.26,67.58,34460933.0,37.512409,,
20210628,68.27,69.9,40026502.0,37.512409,,
20210629,70.18,69.26,26906146.999999996,37.512409,,
20210630,69.49,70.98,27553800.0,37.512409,,
20210701,71.0,71.28,27300490.000000004,37.512409,,
20210702,71.3,68.28,34378535.0,37.512409,,
20210705,68.57,68.67,28849893.0,37.512409,,
20210706,68.8,63.41,74128810.0,37.512409,,
20210707,63.93,67.22,49482366.0,37.512409,,
20210708,68.15,64.88,37225769.0,37.512409,,
20210709,64.86,63.83,42358686.0,37.512409,,
20210712,64.23,66.0,36172928.0,37.512409,,
20210713,66.0,66.3,22743596.0,37.512409,,
20210714,65.8,66.66,30384552.0,37.512409,,
20210715,66.2,67.02,23877897.0,37.512409,,
20210716,66.16,65.11,25210160.0,37.512409,,
20210719,64.99,66.43,26621171.000000004,37.512409,,
20210720,65.67,66.38,19879333.0,37.512409,,
20210721,66.2,67.33,23316522.0,37.512409,,
20210722,68.01,65.5,31352006.0,37.512409,,
20210723,65.0,63.39,31865787.0,37.512409,,
20210726,60.99,56.8,101603624.0,37.512409,,
20210727,57.14,55.22,61441699.0,37.512409,,
20210728,54.53,57.51,57528588.0,37.512409,,
20210729,59.21,61.01,55747402.0,37.512409,,
20210730,60.1,58.7,38291913.0,37.512409,,
20210802,57.0,57.75,62286088.0,37.512409,,
20210803,57.02,59.27,42995738.0,37.512409,,
20210804,58.2,58.04,34440130.0,37.512409,,
20210805,57.15,56.5,36314977.0,37.512409,,
20210806,56.48,56.1,26082307.0,37.512409,,
20210809,56.1,57.07,27897282.0,37.512409,,
20210810,57.06,57.71,43871761.0,37.512409,,
20210811,57.75,55.54,38604360.0,37.512409,,
20210812,54.96,54.78,25142917.0,37.512409,,
20210813,54.73,52.94,55585313.0,37.512409,,
20210816,53.16,53.7,28266665.999999996,37.512409,,
20210817,53.28,52.0,42743029.0,37.512409,,
20210818,52.39,50.7,53403406.99999999,37.512409,,
20210819,51.72,50.07,43458276.0,37.512409,,
20210820,49.5,46.75,77170650.0,37.512409,,
20210823,47.5,46.35,56387926.0,37.512409,,
20210824,46.8,49.55,74791100.0,37.512409,,
20210825,49.88,50.96,65624569.99999999,37.512409,,
20210826,51.26,48.71,45446927.0,37.512409,,
20210827,47.96,47.05,62942814.0,37.512409,,
20210830,47.02,46.0,80276388.0,37.512409,,
20210831,46.01,42.2,92293336.0,37.512409,,
20210901,42.05,42.8,80011139.0,37.512409,,
20210902,42.41,40.86,60532353.0,37.512409,,
20210903,41.06,41.12,45327917.0,37.512409,,
20210906,41.16,44.9,100159125.0,37.512409,,
20210907,44.98,45.01,59329914.0,37.512409,,
20210908,45.02,44.81,38720619.0,37.512409,,
20210909,44.9,45.18,39834417.0,37.512409,,
20210910,45.19,44.91,33371575.0,37.512409,,
20210913,45.17,45.8,47930114.0,37.512409,,
20210914,45.51,46.9,49919592.0,37.512409,,
20210915,46.9,45.83,35234497.0,37.512409,,
20210916,45.3,48.69,79759413.0,37.512409,,
20210917,48.6,52.06,85726399.0,37.512409,,
20210922,51.0,53.52,54253835.0,37.512409,,
20210923,53.54,52.35,49561902.0,37.512409,,
20210924,51.76,51.88,32353542.0,37.512409,,
20210927,52.2,54.57,68040893.0,37.512409,,
20210928,54.0,53.68,33328986.0,37.512409,,
20210929,53.22,52.63,37824054.0,37.512409,,
20210930,52.58,53.4,28368978.000000004,37.512409,,
20211008,53.86,53.18,33124419.0,37.512409,,
20211011,53.4,51.44,39879205.0,37.512409,,
20211012,51.0,51.4,32799280.0,37.512409,,
20211013,50.88,52.48,24505271.0,37.512409,,
20211014,52.38,48.01,69323869.0,37.512409,,
20211015,47.01,47.12,53445212.0,37.512409,,
20211018,47.26,47.27,33188989.0,37.512409,,
20211019,47.04,47.18,27202561.0,37.512409,,
20211020,47.55,46.81,47320339.0,37.512409,,
20211021,46.66,46.58,22922566.0,37.512409,,
20211022,46.69,46.7,22353307.0,37.512409,,
20211025,46.5,47.32,31392590.999999996,37.512409,,
20211026,45.41,48.19,62743297.0,37.512409,,
20211027,48.19,46.06,50051318.0,37.512409,,
20211028,46.03,45.76,26443594.0,37.512409,,
20211029,45.66,48.53,55596671.0,37.512409,,
20211101,48.1,46.1,51863671.0,37.512409,,
20211102,45.6,46.5,34826324.0,37.512409,,
20211103,46.25,47.46,34227913.0,37.512409,,
20211104,47.55,47.55,24039662.0,37.512409,,
20211105,47.5,48.49,35286493.0,37.512409,,
20211108,48.3,47.7,23200010.0,37.512409,,
20211109,47.7,48.23,30073749.0,37.512409,,
20211110,47.87,46.75,28454242.0,37.512409,,
20211111,46.53,48.22,31717219.0,37.512409,,
20211112,48.22,47.59,17816916.0,37.512409,,
20211115,47.64,48.34,20165487.0,37.512409,,
20211116,48.38,50.1,49717798.0,37.512409,,
20211117,49.95,49.43,28033270.0,37.512409,,
20211118,48.94,47.7,32954402.0,37.512409,,
20211119,47.2,47.26,24100988.0,37.512409,,
20211122,47.31,47.09,23724617.0,37.512409,,
20211123,46.71,46.86,16838632.0,37.512409,,
20211124,46.8,47.45,27962684.000000004,37.512409,,
20211125,47.48,47.19,20453245.0,37.512409,,
20211126,47.06,46.11,28019794.0,37.512409,,
20211129,45.52,43.47,60937471.0,37.512409,,
20211130,43.39,42.68,39746876.0,37.512409,,
20211201,42.5,42.15,31680701.0,37.512409,,
20211202,42.1,41.46,38932396.0,37.512409,,
20211203,41.5,42.15,32137874.0,37.512409,,
20211206,42.25,42.52,29253009.000000004,37.512409,,
20211207,42.8,42.99,27972684.999999996,37.512409,,
20211208,42.81,43.14,25397429.0,37.512409,,
20211209,43.2,45.72,75866486.0,37.512409,,
20211210,45.12,44.35,56104842.00000001,37.512409,,
20211213,44.12,44.71,35632208.0,37.512409,,
20211214,44.18,44.08,25005594.0,37.512409,,
20211215,43.81,42.77,32011506.0,37.512409,,
20211216,42.68,43.5,24162665.0,37.512409,,
20211217,43.48,42.83,24941064.0,37.512409,,
20211220,42.62,42.2,23716450.0,37.512409,,
20211221,42.15,43.12,21911774.0,37.512409,,
20211222,42.92,43.07,13168572.0,37.512409,,
20211223,43.2,42.7,16391064.000000002,37.512409,,
20211224,42.88,43.17,21305853.0,37.512409,,
20211227,43.36,43.99,26043562.0,37.512409,,
20211228,43.87,43.6,20248755.0,37.512409,,
20211229,43.6,43.49,24331852.0,37.512409,,
20211230,43.22,43.65,34252840.0,37.512409,,
20211231,43.63,42.28,44295765.0,37.512409,0.29916339999999997,0.0
20220104,42.16,42.21,26001049.0,37.512409,,
20220105,42.1,41.54,27147188.0,37.512409,,
20220106,41.31,38.8,77057571.0,37.512409,,
20220107,38.96,38.73,41350581.0,37.512409,,
20220110,37.58,37.29,77147004.0,37.512409,,
20220111,36.97,36.28,58259474.0,37.512409,,
20220112,36.13,36.81,53574068.00000001,37.512409,,
20220113,37.05,36.09,64574805.00000001,37.512409,,
20220114,35.8,35.45,58378968.99999999,37.512409,,
20220117,35.28,35.53,47592528.0,37.512409,,
20220118,35.56,36.06,55385799.0,37.512409,,
20220119,35.8,35.46,31437734.999999996,37.512409,,
20220120,35.3,35.05,32623059.000000004,37.512409,,
20220121,34.8,34.21,55902781.99999999,37.512409,,
20220124,34.0,34.46,29001494.0,37.512409,,
20220125,34.19,33.75,28227556.0,37.512409,,
20220126,33.98,33.32,31743342.0,37.512409,,
20220127,33.0,32.23,33369674.0,37.512409,,
20220128,32.56,32.27,29158771.000000004,37.512409,,
20220207,32.7,32.11,27281034.999999996,37.512409,,
20220208,31.9,32.83,38806981.0,37.512409,,
20220209,32.83,33.5,40991880.0,37.512409,,
20220210,33.51,33.59,32756993.0,37.512409,,
20220211,33.3,32.4,31993762.0,37.512409,,
20220214,32.1,33.4,34364502.0,37.512409,,
20220215,33.4,35.2,77447472.0,37.512409,,
20220216,35.3,34.95,33777219.0,37.512409,,
20220217,34.9,35.0,24930502.0,37.512409,,
20220218,34.77,35.05,18069109.0,37.512409,,
20220221,35.03,34.51,26728768.0,37.512409,,
20220222,34.24,34.06,26535053.999999996,37.512409,,
20220223,34.31,34.53,25766692.0,37.512409,,
20220224,34.38,33.45,38801338.0,37.512409,,
20220225,33.55,35.38,66872198.0,37.512409,,
20220228,35.1,36.26,63825066.0,37.512409,,
20220301,36.06,36.31,30153211.0,37.512409,,
20220302,36.05,35.56,24470338.0,37.512409,,
20220303,35.89,35.21,23080532.0,37.512409,,
20220304,34.92,34.98,24566403.0,37.512409,,
20220307,34.6,32.65,53460674.0,37.512409,,
20220308,32.73,33.01,40305387.0,37.512409,,
20220309,32.68,31.56,50682584.0,37.512409,,
20220310,32.5,32.04,37175258.0,37.512409,,
20220311,31.61,32.5,31648871.000000004,37.512409,,
20220314,31.87,30.41,51812060.0,37.512409,,
20220315,30.0,26.94,181584365.0,37.512409,,
20220316,26.84,27.27,162629413.0,37.512409,,
20220317,28.0,29.45,140170248.0,37.512409,,
20220318,29.01,28.61,78251999.0,37.512409,,
20220321,28.83,28.49,40004770.0,37.512409,,
20220322,28.2,28.03,32775281.0,37.512409,,
20220323,28.28,29.73,71258156.0,37.512409,,
20220324,29.37,30.51,73435171.0,37.512409,,
20220325,30.51,29.66,55680751.0,37.512409,,
20220328,29.07,29.09,31922309.999999996,37.512409,,
20220329,29.65,28.79,27380899.0,37.512409,,
20220330,29.05,31.75,92089082.0,37.512409,,
20220331,31.13,31.55,79932583.0,37.512409,,
20220401,31.2,32.09,64148362.0,37.512409,,
20220406,31.95,31.7,40488620.0,37.512409,,
20220407,31.56,31.75,34043431.0,37.512409,,
20220408,31.8,32.14,47589621.0,37.512409,,
20220411,31.57,31.25,45919606.0,37.512409,,
20220412,31.0,32.92,54871074.0,37.512409,,
20220413,32.81,33.5,59876543.99999999,37.512409,,
20220414,33.96,35.07,67350249.0,37.512409,,
20220415,34.43,34.55,40353386.0,37.512409,,
20220418,34.34,33.58,37003798.0,37.512409,,
20220419,33.33,33.07,27863056.0,37.512409,,
20220420,33.07,33.68,40403434.0,37.512409,,
20220421,33.3,32.36,37339465.0,37.512409,,
20220422,31.9,34.45,45187132.0,37.512409,,
20220425,33.8,33.58,51114561.0,37.512409,,
20220426,34.2,35.71,74157971.0,37.512409,,
20220427,35.15,36.43,62115534.0,37.512409,,
20220428,36.0,35.31,46514582.0,37.512409,,
20220429,35.31,35.92,50298819.0,37.512409,,
20220505,35.7,35.89,30126164.0,37.512409,,
20220506,35.21,36.18,43631305.0,37.512409,,
20220509,35.88,32.31,71973741.0,37.512409,,
20220510,31.35,33.82,54589156.00000001,37.512409,,
20220511,34.0,33.47,43932954.0,37.512409,,
20220512,33.93,35.22,49933616.0,37.512409,,
20220513,35.22,35.45,28104598.0,37.512409,,
20220516,35.45,34.55,28344465.999999996,37.512409,,
20220517,34.56,35.0,20689863.0,37.512409,,
20220518,34.99,34.34,21269963.0,37.512409,,
20220519,33.84,34.27,24860042.0,37.512409,,
20220520,34.5,35.12,30099803.999999996,37.512409,,
20220523,35.12,34.72,18273913.0,37.512409,,
20220524,34.72,33.81,24189736.0,37.512409,,
20220525,33.85,34.1,19642379.0,37.512409,,
20220526,34.02,34.29,17769649.0,37.512409,,
20220527,34.59,33.64,34488529.0,37.512409,,
20220530,33.51,35.09,39247368.0,37.512409,,
20220531,35.0,37.16,55585875.0,37.512409,,
20220601,37.11,36.6,30154921.000000004,37.512409,,
20220602,36.58,35.12,44025567.0,37.512409,,
20220606,34.97,35.73,36079008.0,37.512409,,
20220607,35.74,35.94,28308155.0,37.512409,,
20220608,35.75,37.48,58164515.0,37.512409,,
20220609,37.48,36.66,29051745.0,37.512409,,
20220610,36.5,37.1,26832088.0,37.512409,,
20220613,36.56,36.87,29820084.000000004,37.512409,,
20220614,36.4,36.84,23070459.0,37.512409,,
20220615,36.95,37.6,37440764.0,37.512409,,
20220616,37.58,37.95,30344809.000000004,37.512409,,
20220617,37.6,40.0,61086964.0,37.512409,,
20220620,40.88,40.96,55049782.99999999,37.512409,,
20220621,40.77,40.77,32980677.0,37.512409,,
20220622,40.94,41.09,35256771.0,37.512409,,
20220623,40.98,41.05,29918913.0,37.512409,,
20220624,41.04,41.86,47738342.0,37.512409,,
20220627,41.85,41.66,27287673.0,37.512409,,
20220628,41.4,41.4,26515351.0,37.512409,,
20220629,41.39,41.5,33564714.0,37.512409,,
20220630,41.52,44.77,59614767.00000001,37.512409,,
20220701,44.76,43.65,34161177.0,37.512409,,
20220704,43.66,44.66,34075013.0,37.512409,,
20220705,45.0,44.65,30866442.0,37.512409,,
20220706,45.1,43.48,38957839.0,37.512409,,
20220707,43.64,42.51,30367270.0,37.512409,,
20220708,42.94,43.24,22831776.0,37.512409,,
20220711,33.16,32.48,39991713.0,48.871243,,
20220712,32.4,31.78,25739802.0,48.871243,,
20220713,31.58,32.21,24616876.0,48.871243,,
20220714,32.27,33.77,54655981.00000001,48.871243,,
20220715,33.78,33.73,32696121.999999996,48.871243,,
20220718,33.72,34.8,44534160.0,48.871243,,
20220719,34.67,34.13,29371109.999999996,48.871243,,
20220720,34.4,34.0,28609284.000000004,48.871243,,
20220721,33.8,33.54,32105657.0,48.871243,,
20220722,33.7,33.2,25793478.0,48.871243,,
20220725,32.84,33.16,18397417.0,48.871243,,
20220726,33.0,32.88,24047945.0,48.871243,,
20220727,32.79,32.07,36643352.0,48.871243,,
20220728,32.35,30.76,103039824.0,48.871243,,
20220729,30.67,30.39,46118333.0,48.871243,,
20220801,30.35,31.88,51122196.0,48.871243,,
20220802,31.55,30.99,37531467.0,48.871243,,
20220803,30.99,31.07,26990693.0,48.871243,,
20220804,31.0,31.29,22812227.0,48.871243,,
20220805,31.28,31.14,29164582.0,48.871243,,
20220808,31.32,30.52,38769766.0,48.871243,,
20220809,30.4,30.32,42708143.0,48.871243,,
20220810,30.37,29.43,46234425.0,48.871243,,
20220811,29.5,30.07,40675679.0,48.871243,,
20220812,29.92,30.07,20145345.0,48.871243,,
20220815,29.8,29.54,30368015.999999996,48.871243,,
20220816,29.42,28.92,53761104.0,48.871243,,
20220817,28.71,29.16,35982894.0,48.871243,,
20220818,29.05,28.68,30241223.0,48.871243,,
20220819,28.65,28.37,28789514.0,48.871243,,
20220822,28.19,28.56,24650136.0,48.871243,,
20220823,28.5,28.29,19904026.0,48.871243,,
20220824,28.36,28.5,43911234.0,48.871243,,
20220825,28.54,29.71,65847263.0,48.871243,,
20220826,29.3,29.2,38806052.0,48.871243,,
20220829,28.88,28.38,36157023.0,48.871243,,
20220830,28.4,28.65,19379657.0,48.871243,,
20220831,28.31,29.42,46298423.0,48.871243,,
20220901,29.43,29.07,34209600.0,48.871243,,
20220902,29.07,28.72,21486199.0,48.871243,,
20220905,28.78,27.26,60698021.0,48.871243,,
20220906,27.26,27.52,36738217.0,48.871243,,
20220907,27.29,27.98,34556738.0,48.871243,,
20220908,28.49,28.28,35316147.0,48.871243,,
20220909,29.9,30.0,80664626.0,48.871243,,
20220913,29.75,29.65,55039463.0,48.871243,,
20220914,29.32,29.53,33150838.0,48.871243,,
20220915,29.64,28.8,38344851.0,48.871243,,
20220916,28.74,27.75,58665771.0,48.871243,,
20220919,27.63,26.79,53516093.99999999,48.871243,,
20220920,26.8,27.03,26234755.0,48.871243,,
20220921,26.74,26.52,26233184.000000004,48.871243,,
20220922,26.08,25.63,38976032.0,48.871243,,
20220923,25.58,25.79,39353474.0,48.871243,,
20220926,26.0,26.57,43777164.0,48.871243,,
20220927,26.47,28.86,82088449.0,48.871243,,
20220928,29.0,28.87,47718909.0,48.871243,,
20220929,28.77,28.74,37574584.0,48.871243,,
20220930,28.75,28.67,26403112.0,48.871243,,
20221010,28.61,27.6,31258731.0,48.871243,,
20221011,27.5,27.14,21228757.0,48.871243,,
20221012,27.31,27.95,36087711.0,48.871243,,
20221013,27.75,27.89,39814323.0,48.871243,,
20221014,28.22,29.96,89348601.0,48.871243,,
20221017,30.0,29.65,38334488.0,48.871243,,
20221018,30.0,30.34,47920591.0,48.871243,,
20221019,30.3,29.96,29393063.0,48.871243,,
20221020,29.68,30.75,59075451.0,48.871243,,
20221021,30.65,30.54,25391905.0,48.871243,,
20221024,30.6,28.11,71820161.0,48.871243,,
20221025,27.47,27.83,36911873.0,48.871243,,
20221026,28.5,29.51,59844413.0,48.871243,,
20221027,27.5,25.65,164254650.0,48.871243,,
20221028,25.23,25.32,62574943.99999999,48.871243,,
20221031,25.0,24.7,58817779.0,48.871243,,
20221101,24.73,26.05,70634486.0,48.871243,,
20221102,25.88,26.77,73311353.0,48.871243,,
20221103,26.26,26.49,31225078.999999996,48.871243,,
20221104,26.33,27.49,56619751.0,48.871243,,
20221107,27.25,26.81,63111981.99999999,48.871243,,
20221108,26.66,26.35,35052507.0,48.871243,,
20221109,26.26,26.0,43127256.0,48.871243,,
20221110,25.76,26.18,27153070.0,48.871243,,
20221111,27.1,27.07,82297827.0,48.871243,,
20221114,26.93,27.06,45273325.0,48.871243,,
20221115,27.0,27.52,53827046.0,48.871243,,
20221116,27.38,27.62,45539988.0,48.871243,,
20221117,27.4,27.48,25777184.0,48.871243,,
20221118,27.66,28.11,58139556.99999999,48.871243,,
20221121,27.71,26.88,55464596.0,48.871243,,
20221122,26.86,26.64,27301615.000000004,48.871243,,
20221123,26.78,26.27,26369594.0,48.871243,,
20221124,26.45,26.35,17185086.0,48.871243,,
20221125,26.27,26.42,15370954.999999998,48.871243,,
